Title,location,Price,urls
Flat In F-8 Markaz For sale,"F-8 Markaz, F-8",3.5 Crore,https://www.zameen.com//Property/f_8_f-8_markaz_flat_in_f-8_markaz_for_sale-46747663-3318-1.html
SUPPER LUXURY NEW BRAND HOUSE 7 MARLA SALE IN G13 ISLAMBAD,"G-13, Islamabad",6.5 Crore,https://www.zameen.com//Property/islamabad_g-13_supper_luxury_new_brand_house_7_marla_sale_in_g13_islambad-48134431-330-1.html
Beautiful 10.5 Marla House For Sale At Beautiful Location,"Bahria Enclave - Sector A, Bahria Enclave",4.95 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_a_beautiful_10_5_marla_house_for_sale_at_beautiful_location-48152689-11970-1.html
Brand New Beautiful House Is Available For Sale,"B-17, Islamabad",4.85 Crore,https://www.zameen.com//Property/islamabad_b-17_brand_new_beautiful_house_is_available_for_sale-48064127-616-1.html
F-10 Dead End Street Peace Full Location Old House For Sale,"F-10/2, F-10",17.5 Crore,https://www.zameen.com//Property/f_10_f-10_2_f-10_dead_end_street_peace_full_location_old_house_for_sale-48150682-3277-1.html
A Gorgeous 10 Marla Brand New Double unit House With Original Picture For Sale in Bahria Enclave Islamabad,"Bahria Enclave, Bahria Town",4.35 Crore,https://www.zameen.com//Property/bahria_town_bahria_enclave_a_gorgeous_10_marla_brand_new_double_unit_house_with_original_picture_for_sale_in_bahria_enclave_islamabad-46702384-1705-1.html
N 5 Marla Brand New House For Sale,"Bahria Enclave - Sector N, Bahria Enclave",2.3 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_n_n_5_marla_brand_new_house_for_sale-45563733-11975-1.html
Reserve A Centrally Located House Of 5 Marla In Gulshan-e-Sehat 1 - Block D,"Gulshan-e-Sehat 1 - Block D, Gulshan-e-Sehat 1",1.55 Crore,https://www.zameen.com//Property/gulshan_e_sehat_1_gulshan-e-sehat_1_-_block_d_reserve_a_centrally_located_house_of_5_marla_in_gulshan-e-sehat_1_-_block_d-42805904-3262-1.html
7 Marla Beautiful House,"E-18, Islamabad",1.45 Crore,https://www.zameen.com//Property/islamabad_e-18_7_marla_beautiful_house-46068478-332-1.html
MODERN 5 MARLA SINGLE STORY HOUSE AVAILABLE FOR SALE IN GHOURI TOWN ISLAMABAD,"Ghauri Town Phase 4 C2, Ghauri Town",95 Lakh,https://www.zameen.com//Property/ghauri_town_ghauri_town_phase_4_c2_modern_5_marla_single_story_house_available_for_sale_in_ghouri_town_islamabad-48144794-16230-1.html
MODERN 5 MARLA DOUBLE UNIT HOUSE AVAILABLE FOR SALE IN GHOURI TOWN ISLAMABAD,"Ghauri Town Phase 4B, Ghauri Town",1.7 Crore,https://www.zameen.com//Property/ghauri_town_ghauri_town_phase_4b_modern_5_marla_double_unit_house_available_for_sale_in_ghouri_town_islamabad-48146528-14964-1.html
35x80 Double Storey House Is Available For Sale In Sector I-8/3,"I-8/3, I-8",11.25 Crore,https://www.zameen.com//Property/i_8_i-8_3_35x80_double_storey_house_is_available_for_sale_in_sector_i-8_3-48007366-3443-1.html
10 Marla Brand New House Available For Sale In Sector A,"Bahria Enclave - Sector A, Bahria Enclave",5 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_a_10_marla_brand_new_house_available_for_sale_in_sector_a-47744408-11970-1.html
10 Marla Brand New double unite designer house is available for sale,"Bahria Enclave - Sector C1, Bahria Enclave",5.25 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_c1_10_marla_brand_new_double_unite_designer_house_is_available_for_sale-47996651-11987-1.html
Brand New 5 Marla Semi Corner Elegant House Available,"Bahria Enclave - Sector B1, Bahria Enclave",2.7 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_b1_brand_new_5_marla_semi_corner_elegant_house_available-48167068-11972-1.html
"8 Marla House For Sale, G-11/3 Islamabad","G-11/3, G-11",6.5 Crore,https://www.zameen.com//Property/g_11_g-11_3_8_marla_house_for_sale_g-11_3_islamabad-47889188-3332-1.html
Brand New 5 Marla House Back Open Beautiful Location Available For Sale,"Bahria Enclave - Sector H, Bahria Enclave",2.7 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_h_brand_new_5_marla_house_back_open_beautiful_location_available_for_sale-48167012-11983-1.html
Brand New 5 Marla Elegant House Beautiful location Available,"Bahria Enclave - Sector H, Bahria Enclave",2.55 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_h_brand_new_5_marla_elegant_house_beautiful_location_available-48166961-11983-1.html
G-11/3 PHA C-Type Fully Renovated Tile Floor First floor flat For Sale,"G-11, Islamabad",2 Crore,https://www.zameen.com//Property/islamabad_g-11_g-11_3_pha_c-type_fully_renovated_tile_floor_first_floor_flat_for_sale-46805115-168-1.html
Luxurious Ultra Modern Designer House For Sale,"DHA Defence Phase 2, DHA Defence",12.5 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_luxurious_ultra_modern_designer_house_for_sale-48166890-339-1.html
Main Double Road Old House For Sale,"G-10, Islamabad",11.5 Crore,https://www.zameen.com//Property/islamabad_g-10_main_double_road_old_house_for_sale-47805389-167-1.html
Luxurious Living Redefined One Kanal Designer House For Sale In DHA Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence",10.75 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_luxurious_living_redefined_one_kanal_designer_house_for_sale_in_dha_phase_2_islamabad-47978940-339-1.html
Luxurious Brand New House For Sale At Dha 2,"DHA Defence Phase 2, DHA Defence",13.95 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_luxurious_brand_new_house_for_sale_at_dha_2-47494206-339-1.html
15 Marla Brand New House For Sale,"DHA Defence Phase 2, DHA Defence",6.65 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_15_marla_brand_new_house_for_sale-45786253-339-1.html
Kanal Royal Design Out Class Modern Luxury Bungalow For Sale In Dha 2 Islamabad,"DHA Defence Phase 2, DHA Defence",13.85 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_kanal_royal_design_out_class_modern_luxury_bungalow_for_sale_in_dha_2_islamabad-47541789-339-1.html
1 Kanal Luxury Designer Beautiful House For Sale,"DHA Defence Phase 2, DHA Defence",11 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_designer_beautiful_house_for_sale-47481143-339-1.html
Developed Possession | VVIP Location| Solid Land |,"Gulberg Greens - Block D, Gulberg Greens",9.3 Crore,https://www.zameen.com//Property/gulberg_greens_gulberg_greens_-_block_d_developed_possession_vvip_location_solid_land-47996090-8316-1.html
House Available For Rent In Banigala,"Bani Gala, Islamabad",2.35 Crore,https://www.zameen.com//Property/islamabad_bani_gala_house_available_for_rent_in_banigala-48149805-340-1.html
Spacious Prime Location 550 Square Feet Flat Available For sale In Ghauri Town Phase 5,"Ghauri Town Phase 5, Ghauri Town",82.5 Lakh,https://www.zameen.com//Property/ghauri_town_ghauri_town_phase_5_spacious_prime_location_550_square_feet_flat_available_for_sale_in_ghauri_town_phase_5-47972722-3395-1.html
10 Marla House For Sale In Soan Garden Islamabad,"Soan Garden, Islamabad",3.7 Crore,https://www.zameen.com//Property/islamabad_soan_garden_10_marla_house_for_sale_in_soan_garden_islamabad-48023143-338-1.html
Park facing sector H 5 marla house for sale,"Bahria Enclave - Sector H, Bahria Enclave",2.25 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_h_park_facing_sector_h_5_marla_house_for_sale-46890311-11983-1.html
Brand New 8 Marla House On Main Boulevard Available,"Bahria Enclave - Sector C2, Bahria Enclave",4 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_c2_brand_new_8_marla_house_on_main_boulevard_available-47841102-11988-1.html
35x80 New Double Storey House Available For Sale In I-8/3 Near Sangam Market And Kachnar Park,"I-8/3, I-8",13.5 Crore,https://www.zameen.com//Property/i_8_i-8_3_35x80_new_double_storey_house_available_for_sale_in_i-8_3_near_sangam_market_and_kachnar_park-48006829-3443-1.html
F-7 Corner House For Sale,"F-7, Islamabad",38 Crore,https://www.zameen.com//Property/islamabad_f-7_f-7_corner_house_for_sale-47691704-165-1.html
2 Bedroom Unfurnished Apartment For Sale In F11 Al Safa Heights 2,"F-11, Islamabad",2.45 Crore,https://www.zameen.com//Property/islamabad_f-11_2_bedroom_unfurnished_apartment_for_sale_in_f11_al_safa_heights_2-46398620-163-1.html
D12/4 House Available for sale,"D-12/4, D-12",15.4 Crore,https://www.zameen.com//Property/d_12_d-12_4_d12_4_house_available_for_sale-46807408-3157-1.html
2 Bedroom Unfurnished Apartment For Sale In Seccon Hills E-11/2 Northern Strip,"E-11/2, E-11",1.15 Crore,https://www.zameen.com//Property/e_11_e-11_2_2_bedroom_unfurnished_apartment_for_sale_in_seccon_hills_e-11_2_northern_strip-47185205-3233-1.html
Beautiful Designers House For Sale,"Pakistan Town - Phase 2, Pakistan Town",4 Crore,https://www.zameen.com//Property/pakistan_town_pakistan_town_-_phase_2_beautiful_designers_house_for_sale-48166864-16525-1.html
50x90 Beautiful luxury Brand New Sun Face House Available for Sale in G-13 Islamabad On Lucrative Location,"G-13/4, G-13",16 Crore,https://www.zameen.com//Property/g_13_g-13_4_50x90_beautiful_luxury_brand_new_sun_face_house_available_for_sale_in_g-13_islamabad_on_lucrative_location-47787952-3340-1.html
"20 Marla House for sale, E-11/3 Islamabad (police foundation)","E-11/3, E-11",15.95 Crore,https://www.zameen.com//Property/e_11_e-11_3_20_marla_house_for_sale_e-11_3_islamabad_police_foundation-48166671-3238-1.html
30x60 Used Double Unit House Available For Sale In G-13 On Main 70Fit Rod,"G-13, Islamabad",4.95 Crore,https://www.zameen.com//Property/islamabad_g-13_30x60_used_double_unit_house_available_for_sale_in_g-13_on_main_70fit_rod-47952016-330-1.html
40x80 12 Marla Brand new House for Sale G-13,"G-13, Islamabad",9.75 Crore,https://www.zameen.com//Property/islamabad_g-13_40x80_12_marla_brand_new_house_for_sale_g-13-48166640-330-1.html
bahria enclave sector B1 5marla Brand New House available for sale,"Bahria Enclave - Sector B1, Bahria Enclave",2.65 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_b1_bahria_enclave_sector_b1_5marla_brand_new_house_available_for_sale-48166600-11972-1.html
"Sector B, 5 Marla Boulevard House Available For Sale at Reasonable Price","Bahria Enclave - Sector B1, Bahria Enclave",2.5 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_b1_sector_b_5_marla_boulevard_house_available_for_sale_at_reasonable_price-48166574-11972-1.html
Ideal location 5marla 3bedroom brand new house for sale in bahria enclave Islamabad N,"Bahria Enclave - Sector N, Bahria Enclave",2.2 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_n_ideal_location_5marla_3bedroom_brand_new_house_for_sale_in_bahria_enclave_islamabad_n-47787138-11975-1.html
Your Dream Brand New Modern Home Awaits,"F-7, Islamabad",46 Crore,https://www.zameen.com//Property/islamabad_f-7_your_dream_brand_new_modern_home_awaits-46618713-165-1.html
Old House Cda Transfer Prime Location For Sale,"F-7, Islamabad",54 Crore,https://www.zameen.com//Property/islamabad_f-7_old_house_cda_transfer_prime_location_for_sale-46947861-165-1.html
"**Investment Potential In DHA Defense Phase 2**: Secure A Valuable Real Estate Investment In The Highly Sought-After DHA Defense Phase 2 Neighborhood, With Promising Potential For Future Appreciation.","DHA Defence Phase 2, DHA Defence",9.5 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_investment_potential_in_dha_defense_phase_2_secure_a_valuable_real_estate_investment_in_the_highly_sought-after_dha_defense_phase_2_neighborhood_with_promising_potential_for_future_appreciation-47315212-339-1.html
Designer 5 Bed Room House At Prime Location Of DHA Islamabad,"DHA Phase 2 - Sector H, DHA Defence Phase 2",13.95 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_h_designer_5_bed_room_house_at_prime_location_of_dha_islamabad-47395129-3203-1.html
Double Storey House Available For Sale In I-8/3 Near Sanga Market And Kachnar Park,"I-8/3, I-8",12.5 Crore,https://www.zameen.com//Property/i_8_i-8_3_double_storey_house_available_for_sale_in_i-8_3_near_sanga_market_and_kachnar_park-47080158-3443-1.html
Modern 7 Marla Double Storey House Available For Sale In Gulberg Greens,"Gulberg Residencia - Block F, Gulberg Residencia",3.7 Crore,https://www.zameen.com//Property/gulberg_residencia_gulberg_residencia_-_block_f_modern_7_marla_double_storey_house_available_for_sale_in_gulberg_greens-48059992-9116-1.html
4 Kanal Luxury Farm House Available For Sale,"Motorway Chowk, Islamabad",6.5 Crore,https://www.zameen.com//Property/islamabad_motorway_chowk_4_kanal_luxury_farm_house_available_for_sale-47687326-10950-1.html
"Type-A 3 Bed 2,050 Sq Ft Ground Floor For Sale Lifestyle Residency G-13","Lifestyle Residency, G-13/1",84 Lakh,https://www.zameen.com//Property/g_13_1_lifestyle_residency_type-a_3_bed_2_050_sq_ft_ground_floor_for_sale_lifestyle_residency_g-13-48081458-10664-1.html
4 Marla Brand New House For Sale In G-13,"G-13/1, G-13",3.6 Crore,https://www.zameen.com//Property/g_13_g-13_1_4_marla_brand_new_house_for_sale_in_g-13-47356076-3337-1.html
Brand New Spacious Apartment For Sale In Askari Tower 3 Dha 5 Islamabad,"Askari Tower 3, DHA Defence Phase 5",3.15 Crore,https://www.zameen.com//Property/dha_defence_phase_5_askari_tower_3_brand_new_spacious_apartment_for_sale_in_askari_tower_3_dha_5_islamabad-48143337-17434-1.html
Bahria Enclave Islamabad Sector I The Galleria Three Bed Diamond Outer Face Appartment For Sale,"Bahria Enclave - Sector I, Bahria Enclave",2.15 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_i_bahria_enclave_islamabad_sector_i_the_galleria_three_bed_diamond_outer_face_appartment_for_sale-48165075-11982-1.html
Brand New 5 Marla Elegant House Available On Reasonable Price In Sector N,"Bahria Enclave - Sector N, Bahria Enclave",2.35 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_n_brand_new_5_marla_elegant_house_available_on_reasonable_price_in_sector_n-48008485-11975-1.html
40x80 12 Marla Brand New Luxury House For Sale G-13,"G-13, Islamabad",10.25 Crore,https://www.zameen.com//Property/islamabad_g-13_40x80_12_marla_brand_new_luxury_house_for_sale_g-13-47863527-330-1.html
7 Marla Brand New Super Duper House,"I-14/2, I-14",3 Crore,https://www.zameen.com//Property/i_14_i-14_2_7_marla_brand_new_super_duper_house-48137990-8341-1.html
6 Marla House For Sale In E-11,"E-11, Islamabad",5.7 Crore,https://www.zameen.com//Property/islamabad_e-11_6_marla_house_for_sale_in_e-11-48039068-329-1.html
"5 Marla Beautiful Modern Design House Available For Sale Near To Main Entrance, Beacon House School &Amp; Hospital","Bahria Enclave - Sector B1, Bahria Enclave",2.7 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_b1_5_marla_beautiful_modern_design_house_available_for_sale_near_to_main_entrance_beacon_house_school_amp_hospital-48164282-11972-1.html
Buy A Centrally Located Facing Park 3200 Square Feet House In I-8/4,"I-8/4, I-8",12 Crore,https://www.zameen.com//Property/i_8_i-8_4_buy_a_centrally_located_facing_park_3200_square_feet_house_in_i-8_4-48082441-3444-1.html
10 Marla 4bedrooms signle designer house for sale in bahria enclave Islamabad sector C1,"Bahria Enclave - Sector C1, Bahria Enclave",5.25 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_c1_10_marla_4bedrooms_signle_designer_house_for_sale_in_bahria_enclave_islamabad_sector_c1-47866982-11987-1.html
ideal location 5marla 3bedroom brand new Back open Boulevard house for sale in bahria enclave Islamabad sector H,"Bahria Enclave - Sector H, Bahria Enclave",2.7 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_h_ideal_location_5marla_3bedroom_brand_new_back_open_boulevard_house_for_sale_in_bahria_enclave_islamabad_sector_h-47959725-11983-1.html
Modern 5 Marla 2.5 Story House Available for Sale Ghauri Town,"Ghauri Town Phase 4B, Ghauri Town",2.3 Crore,https://www.zameen.com//Property/ghauri_town_ghauri_town_phase_4b_modern_5_marla_2_5_story_house_available_for_sale_ghauri_town-48151122-14964-1.html
Modern 7 Marla Double Story House Available for Sale in Jinnah Garden,"Jinnah Gardens, FECHS",3.4 Crore,https://www.zameen.com//Property/fechs_jinnah_gardens_modern_7_marla_double_story_house_available_for_sale_in_jinnah_garden-48134050-1420-1.html
For Sale Good Location And Condition 04 Bed Rooms Askari Apartment In Sector D Dha Phase 2 Islamabad,"DHA Phase 2 - Sector D, DHA Defence Phase 2",3.9 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_d_for_sale_good_location_and_condition_04_bed_rooms_askari_apartment_in_sector_d_dha_phase_2_islamabad-47580070-3199-1.html
Beautiful House Available For sale In Dha Phase 3 Islamabad,"DHA Phase 3 - Block B, DHA Defence Phase 3",2.5 Crore,https://www.zameen.com//Property/dha_defence_phase_3_dha_phase_3_-_block_b_beautiful_house_available_for_sale_in_dha_phase_3_islamabad-48106457-16227-1.html
1 Kanal Brand New Modern Beautiful House In Good Location In Dha Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence",8.7 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_modern_beautiful_house_in_good_location_in_dha_phase_2_islamabad-47804052-339-1.html
House For Sale In Best Price,"I-14/1, I-14",3.3 Crore,https://www.zameen.com//Property/i_14_i-14_1_house_for_sale_in_best_price-48166095-8340-1.html
New Owner Built A+ Quality House On Most Prime Location,"DHA Defence Phase 2, DHA Defence",11.5 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_new_owner_built_a_quality_house_on_most_prime_location-48011053-339-1.html
Designer Brand New 5 Bed Rooms House Avaliable,"DHA Phase 2 - Sector J, DHA Defence Phase 2",6.8 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_j_designer_brand_new_5_bed_rooms_house_avaliable-48027264-8399-1.html
Luxurious Best Price Brand New 10 Marla House For Sale,"DHA Defence Phase 2, DHA Defence",4.85 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_luxurious_best_price_brand_new_10_marla_house_for_sale-48032884-339-1.html
Ultra-Modern Luxurious Brand New 1 Kanal House For Sale,"DHA Defence Phase 2, DHA Defence",10.95 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_ultra-modern_luxurious_brand_new_1_kanal_house_for_sale-47889866-339-1.html
5 Marla House For Sale In Bahria Enclave Islamabad In Very Reasonable Price,"Bahria Enclave, Bahria Town",2.1 Crore,https://www.zameen.com//Property/bahria_town_bahria_enclave_5_marla_house_for_sale_in_bahria_enclave_islamabad_in_very_reasonable_price-47972526-1705-1.html
10 Marla Beautiful House For Sale,"Lake View Lanes, Bani Gala",4.3 Crore,https://www.zameen.com//Property/bani_gala_lake_view_lanes_10_marla_beautiful_house_for_sale-47982527-19698-1.html
Brand New First Entry Designer House For Sale In G-13 Islamabad,"G-13, Islamabad",7.5 Crore,https://www.zameen.com//Property/islamabad_g-13_brand_new_first_entry_designer_house_for_sale_in_g-13_islamabad-47548204-330-1.html
New House For Sale In I-10,"I-10/2, I-10",4.3 Crore,https://www.zameen.com//Property/i_10_i-10_2_new_house_for_sale_in_i-10-45780294-3421-1.html
House Is Available For Sale,"Khanna Pul, Islamabad",50 Lakh,https://www.zameen.com//Property/islamabad_khanna_pul_house_is_available_for_sale-47785814-9020-1.html
Perfect Space: 358 sq ft Apartment in B-17 Islamabad Available,"MPCHS - Block E, MPCHS - Multi Gardens",33.5 Lakh,https://www.zameen.com//Property/mpchs_multi_gardens_mpchs_-_block_e_perfect_space_358_sq_ft_apartment_in_b-17_islamabad_available-47778037-3120-1.html
F-7 500 Square Yard 50*90 Livable House Hill Face Cda Transfer Available For Sale,"F-7, Islamabad",28 Crore,https://www.zameen.com//Property/islamabad_f-7_f-7_500_square_yard_50_90_livable_house_hill_face_cda_transfer_available_for_sale-48145405-165-1.html
Sector A Studio Bahria Cube Apartment 638 square feet Near for Possession on 6th Floor Murree facing Available for Sale,"Bahria Enclave, Bahria Town",58 Lakh,https://www.zameen.com//Property/bahria_town_bahria_enclave_sector_a_studio_bahria_cube_apartment_638_square_feet_near_for_possession_on_6th_floor_murree_facing_available_for_sale-47093280-1705-1.html
F-7 / 80x140=1244 Square Yards Corner With Extra Land Demolished House For Sale,"F-7/3, F-7",80 Crore,https://www.zameen.com//Property/f_7_f-7_3_f-7_80x140_1244_square_yards_corner_with_extra_land_demolished_house_for_sale-48162708-3309-1.html
Brand New B1 Type 3 Side Corner Park Facing Villa Available For Sale,"Mirador M7 Village, Emaar Canyon Views",8.75 Crore,https://www.zameen.com//Property/emaar_canyon_views_mirador_m7_village_brand_new_b1_type_3_side_corner_park_facing_villa_available_for_sale-47101671-8498-1.html
5 Marla Corner House Main Double Road For Sale Brand New,"Mumtaz City, Islamabad",2.6 Crore,https://www.zameen.com//Property/islamabad_mumtaz_city_5_marla_corner_house_main_double_road_for_sale_brand_new-48162848-3464-1.html
Double-Story Corner House Near Park and Mosque : Demand (42.5 Million),"Faisal Town Phase 1 - Block B, Faisal Town Phase 1",4.25 Crore,https://www.zameen.com//Property/faisal_town_phase_1_faisal_town_phase_1_-_block_b_double-story_corner_house_near_park_and_mosque_demand_42_5_million-48162783-16417-1.html
Beautiful New House For Sale,"G-13/3, G-13",9.25 Crore,https://www.zameen.com//Property/g_13_g-13_3_beautiful_new_house_for_sale-48089570-3339-1.html
"House For Sale In DHA Phase-2, Sector C Islamabad","DHA Phase 2 - Sector C, DHA Defence Phase 2",9.5 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_c_house_for_sale_in_dha_phase-2_sector_c_islamabad-48166033-3198-1.html
I-11/1 Brand New 25x60 Double Storey House For Sale,"I-11/1, I-11",3.8 Crore,https://www.zameen.com//Property/i_11_i-11_1_i-11_1_brand_new_25x60_double_storey_house_for_sale-46775988-9878-1.html
35x70 Corner Brand New luxury Beautiful House Available for Sale in G-13 Islamabad,"G-13, Islamabad",8.8 Crore,https://www.zameen.com//Property/islamabad_g-13_35x70_corner_brand_new_luxury_beautiful_house_available_for_sale_in_g-13_islamabad-48165952-330-1.html
4.4 Marla luxury Beautiful House Available for Sale in G-14/4 Islamabad,"G-14/4, G-14",3.5 Crore,https://www.zameen.com//Property/g_14_g-14_4_4_4_marla_luxury_beautiful_house_available_for_sale_in_g-14_4_islamabad-47952178-3346-1.html
A 30x60 luxury Beautiful House Available for Sale in G-13 Islamabad,"G-13, Islamabad",5.95 Crore,https://www.zameen.com//Property/islamabad_g-13_a_30x60_luxury_beautiful_house_available_for_sale_in_g-13_islamabad-47980780-330-1.html
Studio Apartment Available In J7 Emporium,"B-17, Islamabad",78.57 Lakh,https://www.zameen.com//Property/islamabad_b-17_studio_apartment_available_in_j7_emporium-47752997-616-1.html
7.5 Marla luxury Beautiful House Available for Sale in G-13 Islamabad,"G-13, Islamabad",6.25 Crore,https://www.zameen.com//Property/islamabad_g-13_7_5_marla_luxury_beautiful_house_available_for_sale_in_g-13_islamabad-48008669-330-1.html
Bahria Enclave Islamabad Sector I The Galleria Three Bed Gold Inner Face Appartment For Sale,"Bahria Enclave - Sector I, Bahria Enclave",1.45 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_i_bahria_enclave_islamabad_sector_i_the_galleria_three_bed_gold_inner_face_appartment_for_sale-48165696-11982-1.html
1 Kanal Brand New Designer House Very Good Location Beautiful Home,"DHA Defence Phase 2, DHA Defence",11.5 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_designer_house_very_good_location_beautiful_home-47945270-339-1.html
One Kanal Luxurious Designer House PRIME LOCATION OF DHA2,"DHA Defence Phase 2, DHA Defence",14.5 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_one_kanal_luxurious_designer_house_prime_location_of_dha2-48096515-339-1.html
Designer Triple Storey House In Sector H,"DHA Phase 2 - Sector H, DHA Defence Phase 2",16.5 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_h_designer_triple_storey_house_in_sector_h-48029577-3203-1.html
308 Square Feet Flat Is Available For Sale,"I-10 Markaz, I-10",1.05 Crore,https://www.zameen.com//Property/i_10_i-10_markaz_308_square_feet_flat_is_available_for_sale-48100801-3424-1.html
Sector N 5 Marla House For Sale,"Bahria Enclave - Sector N, Bahria Enclave",2.2 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_n_sector_n_5_marla_house_for_sale-48098611-11975-1.html
"A very Beautiful n Brand New House Availible for Sale
Near Mosque Markaz n Park","MPCHS - Multi Gardens, B-17",4.9 Crore,https://www.zameen.com//Property/b_17_mpchs_-_multi_gardens_a_very_beautiful_n_brand_new_house_availible_for_sale_near_mosque_markaz_n_park-48027341-3115-1.html
7 Marla House Available For Sale Double Storey,"Bani Gala, Islamabad",2.4 Crore,https://www.zameen.com//Property/islamabad_bani_gala_7_marla_house_available_for_sale_double_storey-48136639-340-1.html
"Flat With Rental Income 60,000","Bahria Enclave - Sector G, Bahria Enclave",1.25 Crore,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_g_flat_with_rental_income_60_000-47845248-11984-1.html
Brand New Two Bed Apartment For Sale At Investor Rate In Madina Tower E-11 Islamabad,"Madina Tower, E-11",1.49 Crore,https://www.zameen.com//Property/e_11_madina_tower_brand_new_two_bed_apartment_for_sale_at_investor_rate_in_madina_tower_e-11_islamabad-48137394-11138-1.html
The Beautiful House for sale,"Soan Garden - Block H, Soan Garden",2.85 Crore,https://www.zameen.com//Property/soan_garden_soan_garden_-_block_h_the_beautiful_house_for_sale-46984069-3498-1.html
Royal Mall and Residency 2 Bed Apartment 1450 Square Feet on 4th Floor Sun facing Available for Sale,"The Royal Mall and Residency, Bahria Enclave",1.65 Crore,https://www.zameen.com//Property/bahria_enclave_the_royal_mall_and_residency_royal_mall_and_residency_2_bed_apartment_1450_square_feet_on_4th_floor_sun_facing_available_for_sale-46941243-10909-1.html
Sector A Studio Bahria Cube Apartment 638 square feet Near for Possession on 6th Floor Murree facing Available for Sale,"Bahria Enclave - Sector A, Bahria Enclave",58 Lakh,https://www.zameen.com//Property/bahria_enclave_bahria_enclave_-_sector_a_sector_a_studio_bahria_cube_apartment_638_square_feet_near_for_possession_on_6th_floor_murree_facing_available_for_sale-46879811-11970-1.html
Kanal Brand New House Available For Sale In Dha Phase 2 Islamabad,"DHA Phase 2 - Sector D, DHA Defence Phase 2",10 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_d_kanal_brand_new_house_available_for_sale_in_dha_phase_2_islamabad-40412747-3199-1.html
Kanal Brand New House Available For Sale In Dha Phase 2 islamabad,"DHA Phase 2 - Sector D, DHA Defence Phase 2",11.5 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_d_kanal_brand_new_house_available_for_sale_in_dha_phase_2_islamabad-46787705-3199-1.html
Kanal Brand New House Available For Sale In Dha Phase 2 islamabad,"DHA Phase 2 - Sector B, DHA Defence Phase 2",10.85 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_b_kanal_brand_new_house_available_for_sale_in_dha_phase_2_islamabad-46780713-3197-1.html
10 Kanal Luxury Royal Palace For Sale In Gulberg Green Islamabad,"Gulberg Greens, Gulberg",1.25 Arab,https://www.zameen.com//Property/gulberg_gulberg_greens_10_kanal_luxury_royal_palace_for_sale_in_gulberg_green_islamabad-46780433-8312-1.html
